Datum;Tid;Torkel Knutssonsg;Marsta;Norr Malma;Högdalen;Null
22-06-30;00:00;80.3712;84.2769;82.3397;77.8206;
22-07-01;00:00;87.0796;94.6191;91.0935;88.6421;
22-07-02;00:00;72.314;79.8109;75.1794;73.3663;
22-07-03;00:00;54.8292;68.3027;61.8391;58.6321;
22-07-04;00:00;76.6914;86.2618;75.1729;80.9701;
22-07-05;00:00;62.1116;79.3273;68.0624;65.5233;
22-07-06;00:00;63.8548;78.7307;74.2352;68.1343;
22-07-07;00:00;79.3179;79.4899;82.2449;82.9269;
22-07-08;00:00;70.3193;80.151;78.4709;75.1644;
22-07-09;00:00;57.5626;72.1786;73.2225;59.5889;
22-07-10;00:00;65.1188;78.1204;74.7002;66.1417;
22-07-11;00:00;69.4396;77.39;71.8079;70.3722;
22-07-12;00:00;50.5479;59.7919;61.8926;55.4664;
22-07-13;00:00;60.4751;69.5203;63.4876;59.4794;
22-07-14;00:00;65.5067;71.7347;66.6675;68.2301;
22-07-15;00:00;61.4172;69.547;69.7925;65.9955;
22-07-16;00:00;54.4352;70.9684;65.536;56.7149;
22-07-17;00:00;46.1947;58.2869;57.671;47.4438;
22-07-18;00:00;62.9977;75.969;76.1042;67.048;
22-07-19;00:00;62.2348;69.0452;70.3748;65.0175;
22-07-20;00:00;60.4639;64.4359;63.7975;62.7671;
22-07-21;00:00;52.104;60.3494;59.9422;55.5266;
22-07-22;00:00;74.8167;85.9109;84.8678;73.2004;
22-07-23;00:00;82.0547;89.5469;83.4207;79.7025;
22-07-24;00:00;57.5056;68.6949;57.0034;57.2458;
22-07-25;00:00;69.3882;83.057;71.1121;71.2897;
22-07-26;00:00;74.3323;82.0468;75.6962;76.1622;
22-07-27;00:00;66.9614;74.4338;70.2616;68.8522;
22-07-28;00:00;55.6761;63.5873;63.7911;58.8165;
22-07-29;00:00;51.4736;65.3693;62.9444;58.1894;
22-07-30;00:00;51.709;63.6523;64.2039;55.1957;
22-07-31;00:00;43.6918;57.5626;47.1558;46.7736;
22-08-01;00:00;57.8465;66.5618;68.924;62.993;
22-08-02;00:00;66.573;65.3134;71.8492;67.896;
22-08-03;00:00;65.7697;80.0526;68.3307;66.7859;
22-08-04;00:00;61.8813;68.2356;63.494;64.7172;
22-08-05;00:00;81.4528;95.9637;86.3455;83.1703;
22-08-06;00:00;64.5468;79.1196;72.9052;66.5653;
22-08-07;00:00;59.2208;77.5775;74.3358;61.495;
22-08-08;00:00;58.3364;67.1821;68.7655;60.1487;
22-08-09;00:00;58.799;68.3679;66.2206;62.7401;
22-08-10;00:00;60.9071;73.1438;65.0438;64.709;
22-08-11;00:00;53.0073;65.7406;65.4371;55.1744;
22-08-12;00:00;61.0593;73.1943;73.511;60.5909;
22-08-13;00:00;63.4003;72.1218;68.6801;66.2571;
22-08-14;00:00;58.808;60.8943;64.7408;62.2484;
22-08-15;00:00;75.0911;77.9319;78.1768;77.5477;
22-08-16;00:00;70.3403;73.9136;79.1671;74.0863;
22-08-17;00:00;71.6899;82.9003;80.8258;75.0325;
22-08-18;00:00;74.9969;89.1572;86.931;76.833;
22-08-19;00:00;74.2555;79.4014;80.7715;72.9563;
22-08-20;00:00;85.2233;97.0615;89.6011;87.2473;
22-08-21;00:00;64.6698;74.9728;85.9696;66.5778;
22-08-22;00:00;60.731;65.4929;67.2935;63.5043;
22-08-23;00:00;68.4492;72.9674;80.4998;72.6788;
22-08-24;00:00;60.544;72.1088;76.4475;64.743;
22-08-25;00:00;59.8557;69.2537;72.1731;61.8284;
22-08-26;00:00;74.2308;78.7418;82.0443;74.1094;
22-08-27;00:00;81.5327;94.5433;89.5977;81.2672;
22-08-28;00:00;84.6742;98.8844;89.0328;85.8513;
22-08-29;00:00;73.4958;83.2717;75.8083;76.5112;
22-08-30;00:00;70.646;83.0336;75.0867;69.0491;
22-08-31;00:00;69.3521;82.3562;85.4396;70.813;
22-09-01;00:00;69.2391;83.4277;84.243;70.6482;
22-09-02;00:00;67.1796;82.786;79.8762;70.1138;
22-09-03;00:00;70.6609;84.6121;82.1842;76.1591;
22-09-04;00:00;63.8658;82.2886;77.4578;69.5052;
22-09-05;00:00;62.2069;77.0764;79.6045;66.71;
22-09-06;00:00;61.8921;75.8331;76.4458;64.944;
22-09-07;00:00;64.8149;85.507;85.8428;66.9387;
22-09-08;00:00;67.1462;79.6956;78.7765;71.012;
22-09-09;00:00;58.136;74.8881;75.3464;60.4751;
22-09-10;00:00;71.563;82.2874;81.5154;73.6169;
22-09-11;00:00;70.5609;82.4791;78.7767;71.1503;
22-09-12;00:00;70.5955;83.4224;83.4218;74.5828;
22-09-13;00:00;86.0305;99.0333;90.842;88.9198;
22-09-14;00:00;81.106;98.4167;90.894;81.59;
22-09-15;00:00;83.4178;95.849;89.5305;84.0197;
22-09-16;00:00;87.1829;94.924;95.3855;88.754;
22-09-17;00:00;83.8267;93.493;93.6781;85.6085;
22-09-18;00:00;80.4482;89.7961;89.4354;82.3722;
22-09-19;00:00;85.8856;95.5261;93.349;85.8853;
22-09-20;00:00;77.3953;86.2056;86.7518;77.9447;
22-09-21;00:00;69.0806;83.8451;84.4606;73.8051;
22-09-22;00:00;72.0126;84.3566;83.2715;76.2212;
22-09-23;00:00;74.0757;90.3674;85.5649;77.2389;
22-09-24;00:00;72.0853;93.1915;95.3213;80.0736;
22-09-25;00:00;74.9708;86.1003;90.6536;81.6011;
22-09-26;00:00;89.3334;98.6146;94.4407;92.2677;
22-09-27;00:00;86.0417;96.074;93.5625;89.4402;
22-09-28;00:00;75.6775;89.5542;82.2267;75.8652;
22-09-29;00:00;79.0497;87.4934;82.7959;84.64;
22-09-30;00:00;75.9153;87.0979;84.1301;78.7782;
22-10-01;00:00;85.7437;90.9497;92.9584;88.0857;
22-10-02;00:00;88.4784;96.4313;92.6145;90.9427;
22-10-03;00:00;88.6163;96.2219;91.3363;91.4167;
22-10-04;00:00;72.5518;83.3306;81.6854;75.3075;
22-10-05;00:00;84.2893;96.076;89.4156;84.6886;
22-10-06;00:00;67.3258;77.1161;72.0823;67.8188;
22-10-07;00:00;73.3994;83.4559;73.863;74.1827;
22-10-08;00:00;72.0819;80.9585;74.4379;73.3601;
22-10-09;00:00;69.1853;80.651;71.5486;71.7317;
22-10-10;00:00;75.1368;86.4628;77.4497;76.0996;
22-10-11;00:00;72.3646;86.2648;80.6615;73.0172;
22-10-12;00:00;69.1077;83.7811;77.3977;72.5734;
22-10-13;00:00;81.849;92.3392;85.2537;82.5717;
22-10-14;00:00;85.0829;93.0197;89.6166;85.7535;
22-10-15;00:00;94.2886;98.2594;95.1823;94.5011;
22-10-16;00:00;85.585;93.6223;;87.0104;
22-10-17;00:00;74.9523;86.6796;;75.3047;
22-10-18;00:00;89.641;92.9354;91.8821;91.0641;
22-10-19;00:00;70.0275;84.3936;80.4805;72.8329;

